file	layer	kind	purpose	inputs	outputs	function_count	functions	tests	lines
util/o2_supply_demand_map_fixed_o2_utils.R	util	R library/module	Shared fixed-O2 fitting-parameter and model-loading helpers used by	best parameters; fit summary; configuration	R values/functions; no workflow output when sourced	28	o2ipa_null_coalesce, o2ipa_parse_args, o2ipa_as_chr, o2ipa_as_num, o2ipa_as_int, o2ipa_as_bool, o2ipa_split_csv, o2ipa_script_dir, o2ipa_find_workflow_root, o2ipa_workflow_root, o2ipa_repo_root, o2ipa_read_tsv, o2ipa_seed_number, o2ipa_norm_seed, o2ipa_path_is_absolute, o2ipa_resolve_path, o2ipa_first_present_col, o2ipa_manifest_metric, o2ipa_manifest_string, o2ipa_read_seed_manifest, o2ipa_order_seeds, o2ipa_target_params, o2ipa_param_aliases, o2ipa_optimizer_transform, o2ipa_transform_parameter_value, o2ipa_extract_all_params, o2ipa_collect_seed_inputs, o2ipa_params_wide	test-stage5-util-consolidation.R	537
util/o2_supply_demand_map_fixed_o2_validation_utils.R	util	R library/module	Canonical fixed-O2 CLI validation shared by simulation and legacy runners.	caller-supplied R objects	R values/functions; no workflow output when sourced	1	fixo2_validate_mode_reference_o2	test-stage5-util-consolidation.R	25
util/o2_supply_demand_map_html_utils.R	util	R library/module	Shared, side-effect-free HTML text escaping for report assemblers.	caller-supplied R objects	R values/functions; no workflow output when sourced	5	o2sd_html_escape_standard, o2sd_html_escape_full, o2sd_html_escape_minimal, o2sd_report_image_lightbox_assets, o2sd_inject_report_image_lightbox	test-report-image-lightbox.R	226
util/o2_supply_demand_map_invitro_io_utils.R	util	R library/module	Canonical in-vitro input, configuration, and fitted-parameter helpers.	parameter table; configuration	R values/functions; no workflow output when sourced	17	ivt_locate_repo_root, ivt_source_map_model, ivt_canonical_flow_sample_name, ivt_normalize_flow_slot, ivt_attach_g0g1_flow_data, resolve_death_path, load_death_data, numeric_field, ivt_reject_removed_passage_mode, ivt_build_default_cfg, ivt_parameter_table_path, ivt_load_default_run_params, ivt_default_best_param_path, ivt_load_run_params_from_row, ivt_resolve_sampled_objective_tsv, ivt_load_committed_best_run_params, ivt_load_best_sampled_run_params		465
util/o2_supply_demand_map_invitro_lineage_simulation_utils.R	util	R library/module	Fitting-time lineage simulation helpers used by the in-vitro objective.	caller-supplied R objects	R values/functions; no workflow output when sourced	8	ivt_set_segment_o2, ivt_build_segment_o2_profile, ivt_gaussian_initial_state, .ivt_cpp_backend_function, .ivt_cpp_simulate_one, ivt_select_segment_observation, ivt_extract_passage_end_state, ivt_run_lineage		462
util/o2_supply_demand_map_invitro_lineage_utils.R	util	R library/module	Canonical in-vitro observation and lineage mapping helpers.	caller-supplied R objects	R values/functions; no workflow output when sourced	9	ivt_observed_passage_summary, ivt_segment_median_value, ivt_nested_observed_median, ivt_choose_demo_terminal_key, ivt_trace_lineage, ivt_list_terminal_keys, ivt_build_lineage_adapter, ivt_make_passage_map, ivt_terminal_path_map		189
util/o2_supply_demand_map_invitro_objective_utils.R	util	R library/module	Canonical in-vitro objective, likelihood, and parameter-transform helpers.	parameter table	R values/functions; no workflow output when sourced	21	ivt_build_job_table_adapter, passage_branch_id, branch_segment_id, ivt_optimizer_spec, row_for, positive_bound, ivt_run_params_to_optim_par, require_positive, ivt_optim_par_to_run_params, ivt_growth_loglik_df, ivt_smooth_kary_distribution, ivt_default_flow_kernel_sd_ploidy, ivt_predicted_flow_density, ivt_ploidy_loglik_df, ivt_flow_loglik_df, ivt_flow_overlay_df, ivt_empty_death_loglik_df, ivt_death_loglik_df, collect_run_map, clamp_probability, ivt_objective		1073
util/o2_supply_demand_map_invitro_parameter_utils.R	util	R library/module	Canonical mapping between natural-scale in-vitro parameters and optimizer	caller-supplied R objects	R values/functions; no workflow output when sourced	1	o2sd_invitro_parameter_transform_map		31
util/o2_supply_demand_map_invitro_postfit_io_utils.R	util	R library/module	Shared post-fit in-vitro I/O, payload extraction, lineage metadata, and	best parameters; fit result	tables/data files	7	ivt_sim_first_non_null, ivt_sim_write_tsv, ivt_sim_extract_payload, ivt_sim_extract_optimizer_population, ivt_sim_lineage_label, ivt_sim_normalize_lineage_columns, ivt_sim_schema		161
util/o2_supply_demand_map_invitro_postfit_response_utils.R	util	R library/module	Shared fitted-response engine used by the in-vitro O2 and ploidy simulation	caller-supplied R objects	R values/functions; no workflow output when sourced	3	ivt_sim_build_functional_response_context, rate_curves_at_o2, compute_rates	test-invitro-stage2-boundaries.R	186
util/o2_supply_demand_map_invitro_summary_utils.R	util	R library/module	Canonical in-vitro fitting and exported-table summary helpers.	caller-supplied R objects	R values/functions; no workflow output when sourced	10	ivt_weighted_mean_kary_N, ivt_weighted_quantile_kary_N, ivt_log_growth_rate, ivt_collect_lineage_summary, ivt_collect_observed_kary_summary, ivt_collect_observed_flow_summary, ivt_collect_distribution_summary, ivt_collect_distribution_quantiles, ivt_collect_daily_counts, sim_vec		212
util/o2_supply_demand_map_invitro_utils.R	util	R library/module	Canonical loader for the in-vitro fitting helper library.	caller-supplied R objects	R values/functions; no workflow output when sourced	0		test-invitro-defaults.R, test-invitro-passage-mode.R, test-invitro-utils-migration.R	61
util/o2_supply_demand_map_joint_coupling_analysis_utils.R	util	R library/module	Shared, side-effect-free helpers for the joint soft-coupling analyses.	parameter table	tables/data files	40	o2jca_null_coalesce, o2jca_parse_args, o2jca_as_bool, o2jca_as_int, o2jca_as_num, o2jca_split_csv, o2jca_repo_root, o2jca_normalize_path, o2jca_path_is_within, o2jca_default_output_root, o2jca_assert_separate_output_root, o2jca_pair_short_label, o2jca_normalize_pair_id, o2jca_read_tsv, o2jca_write_tsv, o2jca_write_manifest, o2jca_seed_number, o2jca_normalize_seed, o2jca_parameter_levels, o2jca_process_map, o2jca_pair_metadata, o2jca_discover_pair_dirs, o2jca_classification_spec, o2jca_ratio_class, o2jca_normalized_entropy, o2jca_safe_stat, o2jca_quantile, o2jca_dominant_class, o2jca_group_split, o2jca_summarize_parameter_group, o2jca_class_long, o2jca_assert_columns, o2jca_assert_unique_key, o2jca_objective_strata, o2jca_read_joint_master, o2jca_cramers_v, o2jca_normalized_mutual_information, o2jca_js_divergence, kl, o2jca_bootstrap_pair_mean	test-joint-coupling-stage-split.R, test-joint-soft-coupling-stability.R	527
util/o2_supply_demand_map_joint_parameter_plot.R	util	R library/module	Backward-compatible data-helper loader.	caller-supplied R objects	R values/functions; no workflow output when sourced	0		test-joint-soft-coupling.R	26
util/o2_supply_demand_map_joint_parameter_utils.R	util	R library/module	Provides reusable functions for O2 supply demand map joint parameter utils	best parameters; fit summary	report/HTML	26	joint_parameter_ratio_null_coalesce, joint_parameter_ratio_param_specs, joint_parameter_ratio_mechanism_map, joint_parameter_ratio_mechanism_levels, joint_parameter_ratio_mechanism_colors, joint_parameter_ratio_direction_colors, joint_parameter_ratio_read_table, joint_parameter_ratio_read_summary, joint_parameter_ratio_summary_value, joint_parameter_ratio_split_csv, joint_parameter_ratio_active_params, joint_parameter_ratio_sanitize_stub, joint_parameter_ratio_seed_token, joint_parameter_ratio_fit_report_label, joint_parameter_ratio_output_basename, joint_parameter_ratio_apply_transform, joint_parameter_ratio_inverse_transform, joint_parameter_ratio_natural_name, joint_parameter_ratio_infer_transform, joint_parameter_ratio_find_best_params_path, joint_parameter_ratio_seed_candidates, joint_parameter_ratio_read_best_values, joint_parameter_ratio_rows_from_maps, joint_parameter_ratio_rows_from_warmup_cache, joint_parameter_ratio_rows_from_soft_coupling, joint_parameter_ratio_build_data		412
util/o2_supply_demand_map_joint_ploidy_category_utils.R	util	R library/module	Side-effect-free utilities for deterministic CatA/CatB/CatC/CatU	caller-supplied R objects	R values/functions; no workflow output when sourced	9	o2jpc_smooth_curve, o2jpc_crossing_day, o2jpc_segment_sse, o2jpc_transition_bic, o2jpc_detect_drop_episodes, o2jpc_longest_plateau_between_episodes, o2jpc_curve_features, o2jpc_seed_consensus, o2jpc_category_definition	test-joint-ploidy-coupling-association.R	261
util/o2_supply_demand_map_multi_warmup_utils.R	util	R library/module	Shared file-contract helpers for multi-warmup stages.  No workflow execution,	caller-supplied R objects	tables/data files	24	o2mw_util_dir, o2mw_workflow_root, parse_args, as_chr, as_bool, as_int, as_num, as_num_vec, as_char_vec, read_tsv, read_table_optional, write_tsv, write_csv, rbind_fill, read_csv_plain, integrated_extra_results_dir, warmup_levels_from_manifest, add_invivo_warmup_from_seed, reduction_file_suffix, format_heatmap_value, sanitize_label, seed_order_key, family_palette, safe_component	test-multi-warmup-eigen-stage-split.R	204
util/o2_supply_demand_map_parameter_landscape_io_utils.R	util	R library/module	Cross-layer path, CLI, and materialized-table contracts for the parameter	best parameters; parameter table	tables/data files	67	o2pl_source_file, o2pl_workflow_root, o2pl_oxygen_root, o2pl_default_result_root, parse_args, as_bool, as_int, as_num, as_num_vec, as_char_vec, o2pl_normalize_dataset, dataset_label, o2pl_normalize_reduction, reduction_dir_name, reduction_file_suffix, reduction_coordinate_names, reduction_axis_labels, reduction_coordinate_cluster_dir, reduction_coordinate_cluster_label, paper_dataset_dir, paper_reduction_dir, paper_umap_dir, paper_reduction_tables_dir, paper_reduction_figures_dir, paper_reduction_tables_wclusters_dir, paper_reduction_figures_wclusters_dir, paper_tables_dir, paper_figures_dir, paper_tables_wclusters_dir, paper_figures_wclusters_dir, paper_seed_parameter_tables_dir, paper_seed_parameter_table_path, paper_best_params_csv, paper_initial_population_csv, paper_fixo2_mode_tables_dir, paper_pooled_dataset_dir, paper_pooled_reduction_dir, paper_pooled_umap_dir, paper_pooled_reduction_tables_dir, paper_pooled_reduction_figures_dir, paper_pooled_reduction_tables_wclusters_dir, paper_pooled_reduction_figures_wclusters_dir, paper_pooled_tables_dir, paper_pooled_figures_dir, paper_pooled_tables_wclusters_dir, paper_pooled_figures_wclusters_dir, paper_default_attractor_o2_grid, paper_default_mode_summary_o2, default_dataset_input_dir, umap_parameter_set, umap_log10_parameter_set, o2pl_simulation_tables_dir, o2pl_analysis_tables_dir, o2pl_vis_figures_dir, read_tsv, read_csv_plain, write_csv, write_tsv_plain, rbind_fill_plain, o2pl_require_columns, o2pl_sha256, o2pl_schema_for, o2pl_write_schema, o2pl_manifest_path, o2pl_record_artifact, fixed_o2_o2_slug, fixed_o2_reference_dir		309
util/o2_supply_demand_map_perturbation_utils.R	util	R library/module	Shared post-fit perturbation simulation utilities.  This file defines no	best parameters; configuration	tables/data files	24	load_o2sd_perturbation_model, resolve_path_value, parse_num_list, normalize_interaction_mode, interaction_output_stem, safe_id, num_tag, format_value_label, read_fit_config, read_run_params, prepare_sim_cfg, make_continuous_ploidy_state, simulate_cpp_trajectory, summarise_ploidy_timecourse, write_tsv, write_tsv_gz, write_artifact_manifest, artifact_manifest_row, require_artifact_files, validate_artifact_manifest, annotate_timecourses, run_static_scenario, run_triggered_pmiss_scenario, build_design_rows	test-perturbation-stage-split.R, test-stage5-util-consolidation.R	643
util/o2_supply_demand_map_ploidy_regime_utils.R	util	R library/module	Canonical shared ploidy-regime helpers used by simulation and analysis.	caller-supplied R objects	tables/data files	24	o2pr_write_tsv, o2pr_read_tsv, o2pr_mkdirs, o2pr_crossing_time, o2pr_auc, o2pr_cohort_features, o2pr_features_wide, o2pr_common_grid_matrix, o2pr_bootstrap_trajectory_stability, o2pr_make_trajectory_labels, o2pr_parameter_outputs, o2pr_scale_long_features_safe, o2pr_scale_and_write_process, o2pr_rbind_fill, o2pr_cluster_process, o2pr_adjusted_rand, comb2, o2pr_nmi, o2pr_concordance_outputs, o2pr_feature_differences, o2pr_boundary_diagnostics, o2pr_oxygen_switch_diagnostics, o2pr_placeholder_advanced, o2pr_evidence_summary	test-stage5-util-consolidation.R	636
util/o2_supply_demand_map_postfit_input_utils.R	util	R library/module	Canonical fitted-result discovery, parameter input, and model-loading helpers.	best parameters	R values/functions; no workflow output when sourced	12	o2ipa_find_extra, o2ipa_read_extra_summary, o2ipa_read_param_matrix, o2ipa_discover_seeds, o2ipa_metric_map, o2ipa_num_from_map, o2ipa_chr_from_map, o2ipa_read_best_params, o2ipa_extract_param, o2ipa_choose_objective, o2ipa_source_model, o2ipa_call_model	test-stage5-util-consolidation.R	185
util/o2_supply_demand_map_postfit_probe_utils.R	util	R library/module	Canonical fitted-configuration and fixed-O2 model-probe helpers.	configuration	R values/functions; no workflow output when sourced	4	o2pr_first_seed_cfg, o2pr_cfg_metadata, o2pr_build_G, o2pr_run_params_from_vec	test-stage5-util-consolidation.R	60
util/o2_supply_demand_map_process_fingerprint_utils.R	util	R library/module	Canonical shared process-fingerprint parsing, transformation, distance, and	parameter table	tables/data files	40	o2ipa_null_coalesce, o2ipa_parse_args, o2ipa_as_chr, o2ipa_as_num, o2ipa_as_int, o2ipa_as_bool, o2ipa_split_csv, o2ipa_script_dir, o2ipa_find_workflow_root, o2ipa_workflow_root, o2ipa_repo_root, o2ipa_default_out_dir, o2ipa_mkdirs, o2ipa_write_tsv, o2ipa_read_tsv, o2ipa_read_csv_or_tsv, o2ipa_auc, o2ipa_seed_number, o2ipa_norm_seed, o2ipa_order_seeds, o2ipa_target_params, o2ipa_param_module, o2ipa_param_aliases, o2ipa_optimizer_transform, o2ipa_transform_parameter_value, o2ipa_transform_metadata, o2ipa_extract_param, o2ipa_params_wide, o2ipa_feature_transform, o2ipa_scale_long_features, o2ipa_long_to_wide, o2ipa_distance, o2ipa_distance_long, o2ipa_write_distance, o2ipa_upper_vec, o2ipa_distance_correlations, o2ipa_silhouette_mean, o2ipa_cluster_distance, o2ipa_medoids, o2ipa_pairwise_diagnostics	test-stage5-util-consolidation.R	637
util/o2_supply_demand_map_report_utils.R	util	R library/module	Side-effect-free report support shared by report assemblers.  These helpers	parameter table	R values/functions; no workflow output when sourced	19	o2sd_report_read_table_optional, o2sd_report_safe_read_delim, o2sd_report_parse_equals_args, o2sd_report_null_coalesce_simple, o2sd_report_null_coalesce, o2sd_report_truthy, o2sd_report_format_numeric_like, o2sd_report_transformed_param_to_natural, o2sd_report_annotate_parameter_table_for_report, o2sd_report_pandoc_available, o2sd_report_pdflatex_available, o2sd_report_magick_available, o2sd_report_ghostscript_bin, o2sd_report_gs_available, o2sd_report_base64enc_available, o2sd_report_git_provenance, run_git, o2sd_report_render_pdf_preview_png_gs, o2sd_report_file_to_data_uri	test-stage5-util-consolidation.R	243
util/o2_supply_demand_map_shared.R	util	R library/module	Shared helpers for O2_supply_demand_MAP scripts.	parameter table; configuration	tables/data files	50	o2sd_null_coalesce, o2sd_first_non_null, o2sd_parse_args, o2sd_as_num, o2sd_numeric, o2sd_first_finite_numeric, o2sd_missing_summary_value, o2sd_as_int, o2sd_as_num_vec, o2sd_as_bool, o2sd_normalize_n_cores, o2sd_flag_true, o2sd_flag_na, o2sd_resolve_path, o2sd_build_sigma_run_dir, o2sd_seed_from_dir, o2sd_reduction_coordinate_names, o2sd_command_text, o2sd_provenance_cell, o2sd_read_tsv, o2sd_read_required_tsv, o2sd_write_tsv, o2sd_write_tsv_if_nonempty, o2sd_read_key_value_manifest, o2sd_clip, o2sd_get_script_dir, o2sd_parameter_natural_name, o2sd_read_parameter_description_rows, o2sd_parameter_description_map, o2sd_parameter_column, o2sd_add_parameter_descriptions, harvest_init_log_param_name, harvest_init_natural_param_name, default_rho_2N_prior_bounds, default_rho_2N_prior_center, cell_volume_mm3_by_ploidy, cell_volume_mm3_by_chr_number, cell_volume_mm3_by_N, resolve_terminal_ploidy_path, read_terminal_ploidy_table, collapse_layers_to_ploidy, weighted_quantile, summarize_ploidy_timecourse, read_necrosis_observations, necrosis_observation_for_harvest, prepare_data, prepare_cpp_scenarios, build_model_core, o2sd_postfit_layer_dir, o2sd_simulation_table_path	helper-oracle.R, test-invitro-passage-mode.R, test-invitro-utils-migration.R, test-stage2-postfit-orchestration.R	841
util/o2_supply_demand_map_shell_utils.sh	util	HPC shell entrypoint	Shared shell helpers for local runners and HPC launchers. Sourcing this file	caller-supplied R objects	R values/functions; no workflow output when sourced	0		check_o2_layer_boundaries.R, test-stage5-util-consolidation.R	256
vis/combined_fixo2_eigen/plot_fixo2_eigen_attractor_embedding_curve_class.R	vis	R entrypoint	Canonical visualization consumer for the combined FixO2 eigen-attractor workflow.	analysis tables/manifest	tables/data files; figures	31	usage, require_package, curve_class_colors, curve_class_order, coord_spec, square_limits, class_labels, prepare_plot_data, initial_points, initial_legend_points, common_embedding_theme, build_objective_plot, build_curve_class_plot, prepare_invivo_best_class_data, sparse_axis_breaks, sparse_axis_scales, finite_range, compact_embedding_theme, build_invivo_best_curve_class_plot, build_curve_class_highlight_panel, build_curve_class_legend_panel, build_curve_class_highlight_3x3, build_average_slope_highlight_panel, build_average_slope_legend_panel, build_average_slope_highlight_3x3, build_monotone_increasing_slope_panel, build_monotone_increasing_combined, save_plot_pair, process_embedding, default_analysis_manifest, main	test-combined-fixo2-eigen-stage-split.R	1072
vis/combined_parameter_landscape/render_combined_parameter_landscape_figures.R	vis	R entrypoint	Assembles a report from existing tables and figures for Render combined parameter landscape figures	analysis tables/manifest	tables/data files; figures	6	combined_class_palette, combined_plot_theme, combined_curve_plot, combined_slope_plot, combined_save_pair, render_combined_parameter_landscape_figures	test-dense-combined-stage34-boundaries.R	80
vis/dense_grid_monotonicity/render_dense_grid_figures.R	vis	R entrypoint	Assembles a report from existing tables and figures for Render dense grid figures	analysis tables/manifest	tables/data files; figures	7	dense_vis_require, dense_vis_palette, dense_vis_save, dense_vis_read, dense_render_monotonicity, dense_render_initial_ploidy, dense_visualization_main	test-dense-combined-stage34-boundaries.R	87
vis/fit_results/plot_extra_results_objective_violin.R	vis	R entrypoint	Draws figures from materialized tables for Plot extra results objective violin	fit result; analysis tables/manifest	figures	1	main	test-fit-results-stage-split.R	34
vis/fit_results/plot_extra_results.R	vis	R entrypoint	Draws figures from materialized tables for Plot extra results	fit result; simulation tables/manifest; analysis tables/manifest	tables/data files; figures	9	safe_read, save_plot, plot_objective_distributions, plot_objective_risk, plot_boundary_forest, plot_ploidy_summary, plot_seed_curves, plot_joint_outputs, main	test-fit-results-stage-split.R	153
vis/fit_results/plot_joint_sigma_soft_coupled_paired_seeds.R	vis	R entrypoint	Draws figures from materialized tables for Plot joint sigma soft coupled paired seeds	fit result; analysis tables/manifest	tables/data files; figures	8	safe_file_token, value_group_labels, plot_objective_overview, plot_parameter_values, plot_parameter_ratio, save_combined_plot, save_single_plot, main	test-fit-results-stage-split.R	238
vis/fit_results/plot_sigma_burden_extra_results.R	vis	R entrypoint	Draws figures from materialized tables for Plot sigma burden extra results	analysis tables/manifest	tables/data files; figures	5	save_grouped_count_plot, save_violin_box_by_subgroup, save_violin_box_global, save_rank_sankey_plot, main	test-fit-results-stage-split.R	222
vis/fixed_o2_eigen/render_fixo2_eigen_attractor_figures.R	vis	R library/module	Pure visualization consumer for materialized FixO2 eigen coordinate tables.	materialized files or caller-supplied R objects	figures	5	fixo2ea_coordinate_columns, fixo2ea_figure_path_from_table, fixo2ea_embedding_plot, fixo2ea_render_coordinate_table, fixo2ea_render_all_figures	test-multi-warmup-eigen-stage-split.R	101
vis/fixed_o2/fixed_o2_plot_utils.R	vis	R library/module	Fixed-O2 visualization helpers.	materialized files or caller-supplied R objects	figures	49	fo2_shade_uncertain_o2, fo2_plot_ploidy_gap_reliability_composite, fo2_draw_violin_box, fo2_axis_ticks_log10, fo2_plot_ploidy_gap_reliability_violin, fo2_plot_spectral_gap_outputs, fo2_plot_mode_seed_stack, fo2_plot_outputs, cf2_plot, vf2_plot, vf2_plot_solution_vs_simulation, vf2_range_pad, vf2_solution_phase_plane, vf2_simulation_phase_plane, vf2_plot_phase_plane_solution_vs_simulation, plot_limits, prepare_agreement_plot_data, objective_aesthetic, mode_values, mode_levels, mode_palette, base_scatter, discrete_guides, save_plot, plot_time_facets_color_o2, plot_time_facets_color_mode, plot_time_facets_color_objective, plot_o2_facets_color_mode, plot_o2_facets_color_objective, residual_limits, base_comparison_plot, plot_time_facets_color_o2_comparison, plot_time_facets_color_objective_comparison, plot_time_facets_color_mode_comparison, plot_o2_facets_color_objective_comparison, plot_o2_facets_color_mode_comparison, make_comparison_outputs, plot_analytical_solution_vs_fixed_o2, analytical_initial_condition_levels, analytical_initial_condition_palette, order_initial_condition_for_drawing, add_analytical_mode_labels, plot_analytical_solution_vs_fixed_o2_by_mode, half_violin_polygon_data, half_violin_median_data, plot_analytical_solution_vs_fixed_o2_init_half_violin, plot_analytical_solution_vs_fixed_o2_mode_init_half_violin, make_scatter_outputs, make_analytical_solution_outputs	test-fixed-o2-stage34-boundaries.R	1772
vis/fixed_o2/render_fixed_o2_figures.R	vis	R entrypoint	Figure-only fixed-O2 entrypoint. It reads materialized numerical and analysis	simulation tables/manifest; analysis tables/manifest	tables/data files	8	fixo2_vis_usage, fixo2_vis_find, fixo2_vis_parts, fixo2_vis_attractors, fixo2_vis_counterfactual, fixo2_vis_validation, fixo2_vis_agreement, fixo2_vis_main	test-fixed-o2-stage34-boundaries.R	362
vis/interactions/plot_factorial_interactions.R	vis	R entrypoint	Pure visualization consumer for factorial in vivo interaction outputs.	simulation tables/manifest; analysis tables/manifest	tables/data files; figures	37	format_compact_value_label, factor_labels, add_plot_labels, scale_fill_log10_burden, scale_fill_mean_ploidy, reset_generated_dir, complete_timecourse_for_plot, make_treatment_line_segments, plot_one_split_timecourse, plot_split_timecourse_heatmaps, plot_one_split_endpoint, plot_split_endpoint_heatmaps, plot_endpoint_unit_metric, make_endpoint_unit_plot, make_endpoint_unit_grid_plot, save_endpoint_unit_grid_pages, save_endpoint_unit_individual_plots, map_gradient_colors, make_triangle_polygon_rows, make_endpoint_triangle_data, plot_gradient_legend_identity, make_triangle_legend_plot, make_endpoint_triangle_unit_plot, make_endpoint_triangle_unit_grid_plot, save_endpoint_triangle_unit_grid_pages, save_endpoint_triangle_unit_individual_plots, make_timecourse_unit_treatment_lines, plot_timecourse_unit_metric, make_timecourse_unit_plot, make_timecourse_unit_grid_plot, save_timecourse_unit_grid_pages, save_timecourse_unit_individual_plots, plot_timecourse_unit_grid_heatmaps, plot_endpoint_unit_grid_heatmaps, plot_interaction_heatmaps, first_finite_value, run_factorial_interaction_visualization	test-perturbation-stage-split.R, test-stage5-util-consolidation.R	1839
vis/invitro/o2_supply_demand_map_invitro_diagnostic_plot_utils.R	vis	R library/module	Pure ggplot constructors for materialized in-vitro simulation/analysis tables.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	4	ivt_plot_identifiability_diagnostics, ivt_plot_missegregation_probability_timecourse, ivt_plot_functional_response_diagnostics, make_o2_plot		169
vis/invitro/o2_supply_demand_map_invitro_plot_utils.R	vis	R library/module	Pure in-vitro ggplot constructors shared by in-vitro visualization entrypoints.	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	9	ivt_plot_lineage_counts, ivt_plot_lineage_ploidy, ivt_plot_daily_counts, compact_count_label, add_passage_label, make_nested_daily_panel, ivt_plot_lineage_growth, ivt_plot_distribution_heatmap, ivt_plot_lineage_flow_density	test-invitro-utils-migration.R	643
vis/invivo/o2_supply_demand_map_invivo_plot_utils.R	vis	R library/module	Pure plotting helpers for materialized in-vivo simulation tables.	simulation tables/manifest	figures	16	format_log10_labels, log10_legend_spec, linear_legend_spec, make_bar_df, make_tick_df, weighted_quantile_local, read_invivo_simulation_table, plot_functional_response_curves, state_axis_label, save_o2_curve_plot, plot_prediction_horizon_population_average_cin, plot_predict_horizon, save_aligned_plot_stack, predict_x_scale, burden_decomp_plot_for_cohort, render_invivo_observed_plots	test-invivo-stage2-boundaries.R	1405
vis/joint_fixed_o2_ploidy_classification/plot_joint_fixed_o2_ploidy_curves.R	vis	R library/module	Render all-seed fixed-O2 steady-state ploidy curves. Curve class is a facet;	analysis tables/manifest	in-memory values or layer-specific artifacts	3	parse_args, pretty_curve_class, decorate	test-joint-fixed-o2-ploidy-classification.R	184
vis/joint_ploidy_coupling_association/plot_joint_ploidy_categories.R	vis	R entrypoint	Render pair assignments, category archetypes, representative trajectories,	analysis tables/manifest	in-memory values or layer-specific artifacts	2	main, get_arg		116
vis/joint_ploidy_coupling_association/plot_ploidy_coupling_associations.R	vis	R entrypoint	Render pair-level Cat x parameter and Cat x ratio-class descriptive figures.	analysis tables/manifest	in-memory values or layer-specific artifacts	2	main, get_arg		88
vis/joint_soft_coupling_stability/joint_coupling_visualization_utils.R	vis	R library/module	Visualization-only helpers shared by the joint coupling figure scripts.	configuration	tables/data files; figures	12	o2jcv_read_tsv, o2jcv_theme, o2jcv_class_colors, o2jcv_category_colors, o2jcv_parameter_levels, o2jcv_pair_label, o2jcv_add_pair_label, o2jcv_classification_spec, value, o2jcv_classb_label, o2jcv_class_band, o2jcv_save_figure		124
vis/joint_soft_coupling_stability/plot_between_pair_soft_coupling.R	vis	R entrypoint	Render pair-level ratio forests, class rankings, stable cores, and robustness	analysis tables/manifest; configuration	in-memory values or layer-specific artifacts	2	main, get_arg		135
vis/joint_soft_coupling_stability/plot_joint_coupling_overview.R	vis	R entrypoint	Visualization-only overview of pair-level soft-coupling ratios and ploidy	analysis tables/manifest; configuration	in-memory values or layer-specific artifacts	2	main, get_arg		71
vis/joint_soft_coupling_stability/plot_soft_coupling_processes.R	vis	R entrypoint	Render biological-process x ratio-class summaries from analysis tables.	analysis tables/manifest	in-memory values or layer-specific artifacts	2	main, get_arg	test-joint-coupling-stage-split.R	52
vis/joint_soft_coupling_stability/plot_within_pair_soft_coupling.R	vis	R entrypoint	Render within-pair class composition, seed distributions, stability cores,	analysis tables/manifest; configuration	in-memory values or layer-specific artifacts	2	main, get_arg		91
vis/joint/o2_supply_demand_map_joint_parameter_plot_utils.R	vis	R library/module	Provides reusable functions for O2 supply demand map joint parameter plot utils	materialized files or caller-supplied R objects	in-memory values or layer-specific artifacts	4	joint_parameter_plot_value_label, joint_parameter_plot_log2_axis_label, joint_parameter_plot_log2_natural_label, joint_parameter_ratio_plot		260
vis/joint/plot_invivo_invitro_comparison.R	vis	R entrypoint	Draws figures from materialized tables for Plot invivo invitro comparison	simulation tables/manifest	tables/data files; figures	13	read_comparison_tsv, comparison_finite_rows, comparison_context_bind, comparison_palette, comparison_state_axis_label, save_comparison_plot_pair, generate_invivo_invitro_comparison_figures, read_pair, make_ms_plot, make_ploidy_o2_plot, make_o2_plot, write_joint_visualization_manifest, main	test-stage2-postfit-orchestration.R	505
vis/joint/plot_joint_parameter_ratios.R	vis	R entrypoint	Draws figures from materialized tables for Plot joint parameter ratios	analysis tables/manifest	tables/data files; figures	2	read_joint_parameter_metadata, main	test-stage2-postfit-orchestration.R	149
vis/multi_warmup/render_multi_warmup_collected_figures.R	vis	R library/module	Pure visualization of materialized multi-warmup summary and diagnostic tables.	materialized files or caller-supplied R objects	figures	7	plot_objectives, plot_deoptim_iteration_histograms, plot_invivo_only_warmstart_parameters, plot_parameter_ratios, plot_initial_final_distance_diagnostics, cleanup_removed_basin_pca_files, render_multi_warmup_collected_figures	test-multi-warmup-eigen-stage-split.R	210
vis/multi_warmup/render_multi_warmup_landscape_figures.R	vis	R library/module	Pure visualization of materialized landscape embedding/cluster tables.	materialized files or caller-supplied R objects	figures	16	normalize_reduction, reduction_axis_labels, require_plotting, require_pooled_objective_plotting, plot_frame, square_embedding_limits, add_plot_label_margin_rows, cluster_palette, cluster_hull_data, external_cluster_label_data, add_cluster_outline_layers_external_labels, base_embedding_plot, subcluster_embedding_plot, save_plot_pair, write_cluster_figures, render_multi_warmup_landscape_figures	test-multi-warmup-eigen-stage-split.R	490
